Elapsed time AscRate GpsHeightMSL      P   Temp   RH   Dewp Dir Speed
           s     m/s            m    hPa     ?C    %     ?C   ?   m/s
        4801     7.1      28782.8  13.41 -57.83  0.7 -91.46 276 22.05
        4802     7.3      28790.0  13.39 -57.89  0.7 -91.46 276 22.09
        4803     7.5      28797.6  13.38 -57.95  0.7 -91.46 276 22.13
        4804     7.7      28805.3  13.36 -58.03  0.7 -91.48 276 22.17
        4805     7.7      28813.1  13.34 -58.11  0.7 -91.50 276 22.22
        4806     7.6      28820.7  13.33 -58.19  0.7 -91.53 275 22.27
        4807     7.5      28828.1  13.31 -58.27  0.7 -91.55 275 22.31
        4808     7.5      28835.6  13.30 -58.34  0.7 -91.58 275 22.36
        4809     7.5      28843.2  13.28 -58.40  0.7 -91.61 275 22.40
        4810     7.5      28850.7  13.26 -58.45  0.7 -91.62 275 22.43
        4811     7.4      28858.1  13.25 -58.48  0.7 -91.63 275 22.46
        4812     7.4      28865.4  13.23 -58.50  0.7 -91.64 275 22.49
        4813     7.4      28872.8  13.22 -58.50  0.7 -91.64 275 22.52
        4814     7.6      28880.4  13.20 -58.49  0.7 -91.63 274 22.53
        4815     7.6      28888.1  13.19 -58.47  0.7 -91.61 274 22.55
        4816     7.6      28895.7  13.17 -58.43  0.7 -91.60 274 22.56
        4817     7.4      28903.1  13.15 -58.40  0.7 -91.58 274 22.56
        4818     7.3      28910.4  13.14 -58.36  0.7 -91.56 274 22.56
        4819     7.2      28917.6  13.12 -58.32  0.7 -91.54 274 22.56
        4820     7.1      28924.7  13.11 -58.29  0.7 -91.53 274 22.55
        4821     7.0      28931.8  13.09 -58.26  0.7 -91.53 274 22.54
        4822     6.8      28938.6  13.08 -58.24  0.7 -91.53 274 22.54
        4823     6.6      28945.2  13.07 -58.23  0.7 -91.54 274 22.53
        4824     6.5      28951.5  13.05 -58.23  0.7 -91.56 274 22.52
        4825     6.6      28958.1  13.04 -58.24  0.7 -91.59 274 22.52
        4826     6.9      28965.0  13.03 -58.26  0.7 -91.62 275 22.52
        4827     7.2      28972.2  13.01 -58.28  0.7 -91.66 275 22.52
        4828     7.3      28979.7  12.99 -58.30  0.7 -91.71 275 22.53
        4829     7.2      28987.0  12.98 -58.33  0.7 -91.76 275 22.55
        4830     7.0      28993.8  12.97 -58.37  0.7 -91.82 275 22.58
        4831     7.0      29000.7  12.95 -58.39  0.7 -91.87 275 22.61
        4832     7.2      29007.9  12.94 -58.41  0.7 -91.92 275 22.65
        4833     7.3      29015.3  12.92 -58.42  0.7 -91.97 275 22.69
        4834     7.4      29022.7  12.91 -58.41  0.7 -92.01 275 22.75
        4835     7.3      29030.0  12.89 -58.39  0.7 -92.05 276 22.81
        4836     7.1      29037.0  12.88 -58.37  0.7 -92.08 276 22.87
        4837     7.0      29043.9  12.86 -58.33  0.6 -92.10 276 22.94
        4838     7.1      29051.0  12.85 -58.29  0.6 -92.13 276 23.02
        4839     7.1      29058.2  12.83 -58.25  0.6 -92.16 276 23.10
        4840     7.2      29065.4  12.82 -58.21  0.6 -92.19 276 23.18
        4841     7.3      29072.7  12.80 -58.17  0.6 -92.21 276 23.26
        4842     7.3      29080.1  12.79 -58.12  0.6 -92.24 276 23.35
        4843     7.1      29087.1  12.77 -58.08  0.6 -92.26 276 23.44
        4844     7.0      29094.1  12.76 -58.02  0.6 -92.27 277 23.53
        4845     6.9      29100.9  12.75 -57.97  0.6 -92.28 277 23.61
        4846     6.8      29107.7  12.73 -57.91  0.6 -92.29 277 23.70
        4847     6.7      29114.4  12.72 -57.86  0.6 -92.29 277 23.78
        4848     6.7      29121.0  12.71 -57.81  0.6 -92.30 277 23.86
        4849     6.8      29127.8  12.69 -57.76  0.6 -92.30 277 23.93
        4850     6.9      29134.7  12.68 -57.72  0.6 -92.30 277 24.01
        4851     7.0      29141.8  12.66 -57.70  0.6 -92.30 277 24.07
        4852     6.8      29148.6  12.65 -57.67  0.6 -92.29 277 24.14
        4853     6.4      29155.0  12.64 -57.65  0.6 -92.28 278 24.19
        4854     6.3      29161.1  12.63 -57.62  0.6 -92.27 278 24.25
        4855     6.2      29167.5  12.61 -57.60  0.6 -92.25 278 24.29
        4856     6.1      29173.6  12.60 -57.58  0.6 -92.22 278 24.34
        4857     5.8      29179.3  12.59 -57.57  0.6 -92.19 278 24.38
        4858     5.7      29185.0  12.58 -57.56  0.6 -92.16 278 24.41
        4859     5.7      29190.6  12.57 -57.56  0.6 -92.13 278 24.45
        4860     5.8      29196.3  12.56 -57.55  0.6 -92.10 278 24.47
        4861     6.1      29202.3  12.54 -57.56  0.6 -92.07 278 24.50
        4862     6.4      29208.8  12.53 -57.56  0.6 -92.03 278 24.52
        4863     6.5      29215.4  12.52 -57.57  0.6 -92.00 278 24.54
        4864     6.3      29221.7  12.50 -57.58  0.6 -91.97 278 24.56
        4865     6.1      29227.8  12.49 -57.60  0.6 -91.95 278 24.58
        4866     6.1      29233.8  12.48 -57.62  0.6 -91.93 278 24.60
        4867     6.2      29240.0  12.47 -57.64  0.6 -91.92 278 24.62
        4868     6.4      29246.4  12.46 -57.66  0.6 -91.91 278 24.64
        4869     6.4      29252.9  12.44 -57.68  0.6 -91.90 278 24.66
        4870     6.2      29259.2  12.43 -57.69  0.6 -91.89 277 24.68
        4871     5.9      29265.0  12.42 -57.71  0.6 -91.89 277 24.71
        4872     5.7      29270.6  12.41 -57.72  0.6 -91.89 277 24.74
        4873     5.8      29276.4  12.40 -57.73  0.6 -91.89 277 24.77
        4874     6.0      29282.5  12.38 -57.73  0.6 -91.90 277 24.81
        4875     6.2      29288.7  12.37 -57.74  0.6 -91.91 277 24.84
        4876     6.3      29295.0  12.36 -57.74  0.6 -91.92 276 24.88
        4877     6.3      29301.3  12.35 -57.73  0.6 -91.93 276 24.92
        4878     6.2      29307.5  12.34 -57.72  0.6 -91.94 276 24.97
        4879     6.1      29313.6  12.32 -57.71  0.6 -91.96 276 25.01
        4880     5.8      29319.5  12.31 -57.70  0.6 -91.98 275 25.05
        4881     5.7      29325.1  12.30 -57.68  0.6 -91.99 275 25.09
        4882     5.6      29330.6  12.29 -57.66  0.6 -92.01 275 25.13
        4883     5.6      29336.3  12.28 -57.64  0.6 -92.03 275 25.16
        4884     5.6      29341.9  12.27 -57.62  0.6 -92.05 274 25.19
        4885     5.6      29347.5  12.26 -57.59  0.6 -92.06 274 25.22
        4886     5.5      29352.9  12.25 -57.56  0.6 -92.08 274 25.25
        4887     5.5      29358.4  12.24 -57.52  0.6 -92.09 274 25.26
        4888     5.6      29363.9  12.23 -57.49  0.6 -92.11 273 25.28
        4889     5.9      29369.8  12.21 -57.45  0.6 -92.12 273 25.28
        4890     6.0      29375.9  12.20 -57.41  0.6 -92.14 273 25.28
        4891     5.9      29381.9  12.19 -57.38  0.6 -92.15 273 25.28
        4892     5.5      29387.4  12.18 -57.34  0.6 -92.16 272 25.27
        4893     5.2      29392.5  12.17 -57.31  0.6 -92.18 272 25.26
        4894     5.0      29397.4  12.16 -57.28  0.6 -92.20 272 25.25
        4895     5.1      29402.5  12.15 -57.26  0.6 -92.22 272 25.24
        4896     5.4      29407.9  12.14 -57.23  0.5 -92.23 271 25.22
        4897     5.5      29413.6  12.13 -57.20  0.5 -92.25 271 25.21
        4898     5.5      29419.1  12.12 -57.17  0.5 -92.26 271 25.20
        4899     5.3      29424.3  12.11 -57.14  0.5 -92.26 271 25.19
        4900     5.4      29429.7  12.10 -57.09  0.5 -92.26 271 25.19
        4901     5.6      29435.3  12.09 -57.05  0.5 -92.25 270 25.20
        4902     5.6      29441.0  12.08 -56.99  0.5 -92.23 270 25.22
        4903     5.5      29446.6  12.07 -56.93  0.5 -92.21 270 25.24
        4904     5.3      29451.8  12.06 -56.87  0.5 -92.17 270 25.27
        4905     5.3      29457.1  12.05 -56.80  0.5 -92.13 270 25.31
        4906     5.5      29462.5  12.04 -56.73  0.5 -92.09 270 25.37
        4907     5.9      29468.4  12.03 -56.67  0.5 -92.05 269 25.43
        4908     6.1      29474.6  12.01 -56.62  0.5 -92.02 269 25.50
        4909     6.0      29480.7  12.00 -56.58  0.5 -91.99 269 25.58
        4910     5.8      29486.5  11.99 -56.55  0.5 -91.96 269 25.67
        4911     5.4      29491.8  11.98 -56.54  0.5 -91.95 269 25.77
        4912     5.2      29497.0  11.97 -56.54  0.5 -91.94 269 25.87
        4913     5.2      29502.2  11.96 -56.55  0.5 -91.94 269 25.98
        4914     5.0      29507.2  11.95 -56.57  0.5 -91.95 269 26.10
        4915     4.9      29512.1  11.94 -56.60  0.5 -91.96 269 26.22
        4916     5.0      29517.0  11.93 -56.63  0.5 -91.97 269 26.34
        4917     5.1      29522.1  11.92 -56.66  0.5 -91.97 269 26.46
        4918     5.3      29527.4  11.91 -56.68  0.5 -91.97 269 26.57
        4919     5.3      29532.8  11.90 -56.69  0.5 -91.97 269 26.69
        4920     5.2      29538.1  11.89 -56.69  0.5 -91.96 269 26.80
        4921     5.0      29543.1  11.88 -56.69  0.5 -91.94 269 26.91
        4922     4.7      29547.8  11.88 -56.67  0.5 -91.92 269 27.01
        4923     4.5      29552.1  11.87 -56.66  0.5 -91.90 269 27.10
        4924     4.7      29556.8  11.86 -56.64  0.5 -91.88 269 27.18
        4925     5.1      29561.9  11.85 -56.63  0.5 -91.87 269 27.26
        4926     5.2      29567.2  11.84 -56.62  0.5 -91.85 269 27.33
        4927     5.2      29572.4  11.83 -56.61  0.5 -91.85 269 27.39
        4928     5.1      29577.5  11.82 -56.62  0.5 -91.85 269 27.45
        4929     5.1      29582.5  11.81 -56.62  0.5 -91.85 269 27.50
        4930     5.2      29587.7  11.80 -56.64  0.5 -91.86 269 27.55
        4931     5.2      29593.0  11.79 -56.66  0.5 -91.88 269 27.58
        4932     5.2      29598.2  11.78 -56.68  0.5 -91.91 269 27.62
        4933     5.1      29603.2  11.77 -56.69  0.5 -91.93 269 27.65
        4934     4.9      29608.2  11.76 -56.71  0.5 -91.95 269 27.68
        4935     4.8      29612.9  11.75 -56.71  0.5 -91.96 269 27.71
        4936     4.7      29617.6  11.75 -56.71  0.5 -91.98 269 27.74
        4937     4.6      29622.2  11.74 -56.70  0.5 -91.99 269 27.78
        4938     4.6      29626.8  11.73 -56.69  0.5 -92.00 269 27.81
        4939     4.6      29631.4  11.72 -56.66  0.5 -92.01 269 27.85
        4940     4.6      29636.0  11.71 -56.63  0.5 -92.01 269 27.90
        4941     4.7      29640.6  11.70 -56.59  0.5 -92.01 269 27.95
        4942     4.8      29645.5  11.69 -56.54  0.5 -92.00 269 28.01
        4943     4.7      29650.3  11.69 -56.49  0.5 -91.99 269 28.07
        4944     4.5      29654.8  11.68 -56.44  0.5 -91.98 269 28.14
        4945     4.3      29659.1  11.67 -56.39  0.5 -91.97 269 28.22
        4946     3.9      29663.0  11.66 -56.33  0.5 -91.95 269 28.30
        4947     3.8      29666.6  11.66 -56.28  0.5 -91.94 269 28.39
        4948     4.0      29670.5  11.65 -56.23  0.5 -91.92 270 28.48
        4949     4.4      29674.9  11.64 -56.18  0.5 -91.91 270 28.57
        4950     4.9      29679.9  11.63 -56.13  0.5 -91.89 270 28.67
        4951     5.1      29685.1  11.62 -56.08  0.5 -91.87 270 28.77
        4952     5.0      29690.1  11.61 -56.03  0.5 -91.85 270 28.88
        4953     5.0      29695.0  11.60 -55.99  0.5 -91.82 270 28.98
        4954     5.1      29700.1  11.59 -55.96  0.5 -91.80 270 29.08
        4955     5.2      29705.3  11.58 -55.94  0.5 -91.79 270 29.19
        4956     5.2      29710.6  11.57 -55.93  0.5 -91.78 270 29.28
        4957     5.0      29715.6  11.57 -55.92  0.5 -91.76 270 29.38
        4958     4.8      29720.4  11.56 -55.92  0.5 -91.75 271 29.47
        4959     4.6      29724.9  11.55 -55.93  0.5 -91.74 271 29.56
        4960     4.7      29729.5  11.54 -55.94  0.5 -91.73 271 29.64
        4961     4.9      29734.4  11.53 -55.96  0.5 -91.71 271 29.71
        4962     5.1      29739.5  11.52 -55.98  0.5 -91.70 271 29.78
        4963     5.2      29744.7  11.51 -56.00  0.5 -91.68 271 29.85
        4964     5.1      29749.8  11.50 -56.02  0.5 -91.66 271 29.91
        4965     5.0      29754.8  11.49 -56.05  0.5 -91.64 271 29.97
        4966     5.0      29759.7  11.49 -56.07  0.5 -91.62 272 30.02
        4967     5.0      29764.7  11.48 -56.10  0.5 -91.60 272 30.07
        4968     5.1      29769.9  11.47 -56.13  0.5 -91.58 272 30.12
        4969     5.0      29775.0  11.46 -56.16  0.5 -91.56 272 30.17
        4970     4.7      29779.6  11.45 -56.18  0.5 -91.54 272 30.21
        4971     4.3      29783.9  11.44 -56.21  0.6 -91.51 273 30.26
        4972     4.1      29787.9  11.44 -56.23  0.6 -91.49 273 30.30
        4973     4.1      29792.0  11.43 -56.25  0.6 -91.47 273 30.35
        4974     4.4      29796.3  11.42 -56.27  0.6 -91.44 273 30.39
        4975     4.6      29801.0  11.41 -56.28  0.6 -91.42 273 30.44
        4976     4.7      29805.8  11.40 -56.29  0.6 -91.39 274 30.48
        4977     4.8      29810.6  11.39 -56.31  0.6 -91.37 274 30.53
        4978     4.7      29815.3  11.39 -56.32  0.6 -91.35 274 30.58
        4979     4.7      29820.0  11.38 -56.34  0.6 -91.33 274 30.63
        4980     4.8      29824.8  11.37 -56.36  0.6 -91.32 274 30.68
        4981     4.9      29829.7  11.36 -56.38  0.6 -91.31 275 30.73
        4982     4.9      29834.6  11.35 -56.40  0.6 -91.31 275 30.77
        4983     4.8      29839.4  11.34 -56.42  0.6 -91.30 275 30.82
        4984     4.8      29844.2  11.33 -56.43  0.6 -91.29 275 30.86
        4985     4.9      29849.0  11.33 -56.43  0.6 -91.28 275 30.89
        4986     5.1      29854.1  11.32 -56.42  0.6 -91.26 275 30.91
        4987     5.4      29859.6  11.31 -56.40  0.6 -91.24 275 30.93
        4988     5.5      29865.2  11.30 -56.38  0.6 -91.21 276 30.93
        4989     5.4      29870.6  11.29 -56.34  0.6 -91.18 276 30.93
        4990     5.2      29875.7  11.28 -56.31  0.6 -91.15 276 30.91
        4991     5.1      29880.8  11.27 -56.28  0.6 -91.13 276 30.88
        4992     5.2      29886.0  11.26 -56.25  0.6 -91.12 276 30.83
        4993     5.4      29891.5  11.25 -56.23  0.6 -91.11 276 30.78
        4994     5.4      29896.9  11.24 -56.23  0.6 -91.10 276 30.70
        4995     5.2      29902.1  11.23 -56.23  0.6 -91.11 276 30.62
        4996     5.1      29907.1  11.22 -56.23  0.6 -91.11 276 30.52
        4997     5.2      29912.3  11.21 -56.23  0.6 -91.12 277 30.40
        4998     5.5      29917.8  11.20 -56.24  0.6 -91.13 277 30.27
        4999     5.8      29923.7  11.19 -56.24  0.6 -91.14 277 30.13
        5000     5.9      29929.7  11.18 -56.24  0.6 -91.14 277 29.97
        5001     5.7      29935.4  11.17 -56.24  0.6 -91.15 277 29.81
        5002     5.4      29940.8  11.16 -56.24  0.6 -91.16 277 29.63
        5003     5.3      29946.0  11.15 -56.25  0.6 -91.17 277 29.45
        5004     5.3      29951.3  11.14 -56.26  0.6 -91.19 277 29.27
        5005     5.5      29956.8  11.13 -56.27  0.6 -91.21 277 29.08
        5006     5.7      29962.5  11.12 -56.29  0.6 -91.23 277 28.89
        5007     5.9      29968.3  11.11 -56.32  0.6 -91.25 277 28.70
        5008     6.1      29974.4  11.10 -56.33  0.6 -91.27 277 28.52
        5009     6.2      29980.7  11.09 -56.35  0.6 -91.29 276 28.33
        5010     6.3      29987.0  11.08 -56.36  0.6 -91.30 276 28.15
        5011     6.3      29993.3  11.07 -56.36  0.6 -91.31 276 27.98
        5012     6.3      29999.7  11.06 -56.36  0.6 -91.30 276 27.82
        5013     6.2      30005.9  11.05 -56.35  0.6 -91.30 276 27.67
        5014     6.0      30011.8  11.04 -56.33  0.6 -91.28 276 27.52
        5015     5.9      30017.6  11.03 -56.31  0.6 -91.25 275 27.39
        5016     6.0      30023.5  11.02 -56.29  0.6 -91.23 275 27.27
        5017     6.4      30029.9  11.01 -56.27  0.6 -91.20 275 27.16
        5018     6.6      30036.7  11.00 -56.26  0.6 -91.17 274 27.06
        5019     6.6      30043.3  10.98 -56.26  0.6 -91.15 274 26.98
        5020     6.3      30049.6  10.97 -56.27  0.6 -91.13 274 26.91
        5021     6.0      30055.5  10.96 -56.30  0.6 -91.11 273 26.85
        5022     6.1      30061.4  10.95 -56.33  0.6 -91.11 273 26.80
        5023     6.4      30067.8  10.94 -56.37  0.6 -91.10 273 26.76
        5024     6.6      30074.5  10.93 -56.42  0.6 -91.10 272 26.73
        5025     6.6      30081.2  10.92 -56.47  0.6 -91.10 272 26.71
        5026     6.4      30087.5  10.91 -56.53  0.6 -91.11 271 26.69
        5027     6.2      30093.7  10.90 -56.59  0.6 -91.12 271 26.68
        5028     6.1      30099.7  10.89 -56.65  0.6 -91.14 270 26.67
        5029     6.2      30105.9  10.88 -56.71  0.6 -91.16 270 26.67
        5030     6.3      30112.2  10.87 -56.76  0.6 -91.18 269 26.67
        5031     6.4      30118.7  10.85 -56.81  0.6 -91.21 269 26.67
        5032     6.4      30125.1  10.84 -56.85  0.6 -91.24 268 26.67
        5033     6.5      30131.5  10.83 -56.89  0.6 -91.27 268 26.66
        5034     6.5      30138.0  10.82 -56.93  0.6 -91.31 267 26.65
        5035     6.6      30144.7  10.81 -56.96  0.6 -91.35 267 26.64
        5036     6.8      30151.5  10.80 -56.98  0.6 -91.40 266 26.61
        5037     6.8      30158.3  10.79 -56.99  0.6 -91.44 266 26.59
        5038     6.6      30165.0  10.77 -57.00  0.6 -91.49 266 26.55
        5039     6.4      30171.4  10.76 -56.99  0.6 -91.53 265 26.51
        5040     6.2      30177.4  10.75 -56.96  0.6 -91.57 265 26.45
        5041     6.2      30183.5  10.74 -56.92  0.6 -91.60 264 26.39
        5042     6.3      30189.8  10.73 -56.87  0.6 -91.62 264 26.32
        5043     6.4      30196.2  10.72 -56.81  0.6 -91.65 263 26.24
        5044     6.6      30202.8  10.71 -56.74  0.6 -91.66 263 26.16
        5045     6.6      30209.4  10.70 -56.66  0.6 -91.68 263 26.07
        5046     6.8      30216.2  10.69 -56.58  0.6 -91.69 262 25.97
        5047     6.9      30223.1  10.68 -56.50  0.6 -91.69 262 25.87
        5048     7.0      30230.1  10.66 -56.41  0.5 -91.70 261 25.77
        5049     6.9      30237.1  10.65 -56.33  0.5 -91.71 261 25.66
        5050     6.7      30243.7  10.64 -56.26  0.5 -91.72 261 25.55
        5051     6.6      30250.2  10.63 -56.19  0.5 -91.72 260 25.44
        5052     6.7      30256.9  10.62 -56.13  0.5 -91.74 260 25.34
        5053     6.9      30263.8  10.61 -56.08  0.5 -91.75 260 25.23
        5054     7.1      30270.9  10.60 -56.04  0.5 -91.76 259 25.13
        5055     7.1      30278.0  10.58 -56.01  0.5 -91.78 259 25.03
        5056     7.0      30285.0  10.57 -55.99  0.5 -91.80 259 24.94
        5057     6.9      30291.8  10.56 -55.98  0.5 -91.81 259 24.86
        5058     6.9      30298.7  10.55 -55.97  0.5 -91.83 258 24.78
        5059     7.0      30305.7  10.54 -55.96  0.5 -91.84 258 24.71
        5060     7.1      30312.9  10.53 -55.96  0.5 -91.86 258 24.64
        5061     6.9      30319.8  10.51 -55.96  0.5 -91.87 258 24.59
        5062     6.6      30326.3  10.50 -55.96  0.5 -91.88 258 24.54
        5063     6.4      30332.6  10.49 -55.96  0.5 -91.88 258 24.51
        5064     6.5      30339.0  10.48 -55.96  0.5 -91.88 257 24.47
        5065     6.8      30345.7  10.47 -55.96  0.5 -91.88 257 24.45
        5066     7.0      30352.8  10.46 -55.95  0.5 -91.87 257 24.43
        5067     7.0      30359.9  10.45 -55.95  0.5 -91.86 257 24.42
